,game_id,title,platform,platform_type,platform_maker,platform_generation,genre,year,publisher,developer,publisher_region,publisher_tier,esrb_rating,metacritic_score,user_score,critic_review_count,user_review_count,na_sales_million,eu_sales_million,jp_sales_million,other_sales_million,global_sales_million,estimated_revenue_million_usd,launch_price_usd,is_sequel,online_multiplayer,dlc_released,microtransactions,loot_boxes,game_pass_available,vr_support,goty_nominated,goty_won,how_long_to_beat_main_hrs,how_long_to_beat_completionist_hrs,previous_game
24081,G024082,Persona 3,PlayStation,Console,Sony,5,Role-Playing,2006,FromSoftware,FromSoftware,Japan,AAA,AO,86,8.9,15,111,13.43,8.17,10.64,3.71,35.95,1473.61,39.99,1,1,1,1,0,0,0,1,0,32.9,103.9,Persona 2
24082,G024083,Persona 5,Game Boy Advance,Handheld,Nintendo,6,Role-Playing,2003,Coffee Stain,Coffee Stain,Sweden,Indie,E10+,85,8.2,10,136,0.9,0.74,0.18,0.11,1.93,61.24,29.99,1,0,0,0,0,0,0,0,0,38.1,161.0,Persona 4
24083,G024084,Uncharted 5: Shadow War,GameCube,Console,Nintendo,6,Adventure,2007,Activision Blizzard,Activision Blizzard,USA,AAA,T,72,7.5,20,78,2.49,1.33,0.71,0.97,5.5,198.06,79.99,0,0,1,0,0,0,0,0,0,16.4,39.4,
24084,G024085,Lost Ark : Next Gen,PC,PC,Various,0,MMORPG,2000,Capcom,Activision Blizzard,Japan,AAA,E10+,90,10.0,31,215,8.98,6.31,3.62,2.23,21.14,522.41,49.99,0,1,1,1,0,0,0,0,0,104.8,281.6,
24085,G024086,Battlefield Chronicles,Wii,Console,Nintendo,7,Shooter,2007,Square Enix,Square Enix,Japan,AAA,T,72,7.9,18,146,4.69,2.02,0.79,0.93,8.43,269.7,49.99,0,1,1,0,0,0,0,0,0,8.3,20.3,
24086,G024087,Kingdom of the Saga,Browser,Browser,Various,0,Role-Playing,2002,Sony Interactive,Coffee Stain,Japan,AAA,M,86,7.5,131,702,4.53,2.39,1.93,0.98,9.83,0.0,0.0,0,0,1,1,0,0,0,1,0,46.5,155.5,
24087,G024088,Super Smash Bros. Odyssey,Game Boy,Handheld,Nintendo,4,Fighting,1993,Valve,Valve,USA,AAA,M,60,7.2,20,13,2.07,1.38,0.3,0.62,4.37,102.15,39.99,0,1,1,0,0,0,0,0,0,4.5,14.6,
24088,G024089,F-Zero Evolved,Game Boy Advance,Handheld,Nintendo,6,Racing,2004,Team17,Naughty Dog,UK,AA,T,65,8.0,80,769,0.38,0.18,0.11,0.06,0.73,19.22,49.99,0,0,1,0,0,0,0,0,0,14.7,53.7,
24089,G024090,Street Fighter IV,Xbox One,Console,Microsoft,8,Fighting,2017,Rockstar Games,Double Fine,USA,AAA,E10+,99,10.0,14,82,35.71,16.73,2.64,13.77,68.85,3355.86,79.99,1,1,0,0,0,0,0,1,0,2.5,8.1,Street Fighter III
24090,G024091,eFootball 2026,PC,PC,Various,0,Sports,1998,CD Projekt,Obsidian Entertainment,Poland,AAA,M,74,7.5,68,1702,20.25,12.64,1.17,2.81,36.87,893.63,9.99,1,1,1,1,0,0,0,0,0,23.4,79.2,eFootball 2025
24091,G024092,Stardew Empire,Mobile (Android),Mobile,Google,0,Simulation,2020,Nomada Studio,Sony Interactive,Spain,Indie,E,71,6.8,70,194,3.49,1.66,0.9,0.39,6.44,16.58,4.99,0,0,0,1,1,0,0,0,0,35.6,125.5,
24092,G024093,NBA 2023,Xbox,Console,Microsoft,6,Sports,2002,Valve,Valve,USA,AAA,E,68,8.7,28,129,43.27,18.66,6.45,12.32,80.7,2583.97,69.99,1,1,0,0,0,0,0,0,0,33.0,75.0,NBA 2022
24093,G024094,Doom Legacy,Browser,Browser,Various,0,Action,2015,Microsoft Studios,Microsoft Studios,USA,AAA,E10+,79,8.7,8,1633,5.67,3.57,0.68,2.18,12.1,0.0,0.0,0,1,1,0,0,0,0,0,0,5.6,16.9,
24094,G024095,Doom 3,PC,PC,Various,0,Action-Adventure,1989,id Software,Bungie,USA,AAA,T,66,6.6,40,290,1.56,0.83,0.28,0.32,2.99,66.32,19.99,1,0,0,0,0,0,0,0,0,14.1,30.3,Doom 2
24095,G024096,Night in the Dragon,Mobile (iOS),Mobile,Apple,0,Adventure,2024,Epic Games,Epic Games,USA,AAA,E10+,71,7.5,13,386,25.83,15.16,4.74,9.69,55.42,135.35,4.99,0,1,1,0,0,1,0,0,0,8.0,20.9,
24096,G024097,Halo : Next Gen,Stadia,Streaming,Google,9,Action,2023,Ubisoft,FromSoftware,France,AAA,M,71,8.0,18,47,27.47,13.55,4.89,6.67,52.58,0.0,14.99,0,0,1,1,0,1,0,0,0,16.2,55.3,
24097,G024098,Rise of the Awakening,Browser,Browser,Various,0,Misc,2013,FromSoftware,FromSoftware,Japan,AAA,M,68,7.8,36,252,10.99,4.81,9.23,4.08,29.11,0.0,0.0,0,0,1,1,0,0,0,0,0,8.4,38.4,
24098,G024099,Apex: Shadow War,PC,PC,Various,0,Shooter,1996,Bandai Namco,505 Games,Japan,AAA,E,82,8.0,83,42,9.87,5.85,5.72,3.27,24.71,560.35,49.99,0,1,1,0,0,0,0,0,0,7.5,17.8,
24099,G024100,Metal Gear Odyssey,Mobile (Android),Mobile,Google,0,Action,2024,Remedy Entertainment,Remedy Entertainment,Finland,AA,Not Rated,69,8.7,48,620,2.96,2.62,0.74,1.12,7.44,16.22,4.99,0,0,1,0,0,0,0,0,0,16.0,53.9,
24100,G024101,Donkey Kong Reborn,Game Boy,Handheld,Nintendo,4,Platform,2000,Obsidian Entertainment,Obsidian Entertainment,USA,AA,T,53,6.6,20,40,1.24,0.88,0.12,0.28,2.52,83.48,49.99,0,0,1,0,0,0,0,0,0,16.6,58.6,
24101,G024102,Crash Bandicoot Awakening,NES,Console,Nintendo,3,Platform,2002,Bungie,Naughty Dog,USA,AAA,M,65,6.5,67,114,2.52,1.73,0.32,0.78,5.35,237.56,69.99,0,1,1,0,0,0,0,0,0,11.2,55.1,
24102,G024103,God of War,Game Boy Color,Handheld,Nintendo,5,Action,2003,Electronic Arts,Obsidian Entertainment,USA,AAA,M,77,8.8,19,214,8.62,5.56,2.04,2.63,18.85,651.47,29.99,0,0,1,0,0,0,0,0,0,7.4,16.3,
24103,G024104,God of Fire,Xbox Series X/S,Console,Microsoft,9,Action,2025,Take-Two Interactive,Unknown Worlds,USA,AAA,T,84,7.8,52,165,25.53,16.71,5.62,3.77,51.63,1814.08,39.99,0,0,1,0,0,1,0,0,0,10.9,26.1,
24104,G024105,Spyro: Dark Below,Nintendo 64,Console,Nintendo,5,Platform,1996,THQ Nordic,THQ Nordic,Austria,AA,T,61,4.0,36,431,1.34,0.67,0.25,0.3,2.56,120.32,59.99,0,0,1,0,0,0,0,0,0,14.3,70.4,
24105,G024106,The Sims 5,Mobile (Android),Mobile,Google,0,Simulation,2025,ConcernedApe,Valve,USA,Indie,E10+,73,7.4,19,269,0.77,0.46,0.08,0.27,1.58,4.32,2.99,1,0,0,1,0,0,0,0,0,33.7,145.4,The Sims 4
24106,G024107,Europa Universalis VII,PlayStation 4,Console,Sony,8,Strategy,2019,Rockstar Games,Rockstar Games,USA,AAA,M,64,6.2,49,131,2.34,1.6,0.13,0.59,4.66,183.99,79.99,1,1,1,1,1,0,0,0,0,31.1,117.8,Europa Universalis VI
24107,G024108,Super Smash Bros. Empire,Mobile (iOS),Mobile,Apple,0,Fighting,2025,2K Games,2K Games,USA,AAA,M,78,8.1,37,103,27.03,20.44,3.56,3.11,54.14,129.67,2.99,0,1,1,0,0,0,0,0,0,5.8,17.9,
24108,G024109,Persona 5,PlayStation Vita,Handheld,Sony,8,Role-Playing,2019,Team17,Unknown Worlds,UK,AA,T,69,8.0,31,17,1.68,1.04,0.45,0.19,3.36,87.16,29.99,1,0,1,0,0,0,0,0,0,39.5,164.9,Persona 4
24109,G024110,Goat Simulator 6,Xbox,Console,Microsoft,6,Simulation,2009,Insomniac Games,ConcernedApe,USA,AAA,E,78,6.9,2,60,7.63,5.23,1.28,1.96,16.1,538.15,39.99,1,0,1,0,0,0,0,0,0,44.4,102.3,Goat Simulator 5
24110,G024111,F1 2026,Wii,Console,Nintendo,7,Sports,2008,Activision Blizzard,Activision Blizzard,USA,AAA,E,68,6.5,38,380,21.05,10.78,1.34,5.15,38.32,1598.81,49.99,1,1,0,0,0,0,0,0,0,31.3,114.1,F1 2025
24111,G024112,Counter-Strike Origins,SNES,Console,Nintendo,4,Shooter,1995,Deep Silver,Electronic Arts,Germany,AA,E,65,7.8,42,34,4.02,2.95,0.76,1.15,8.88,346.59,69.99,0,1,0,1,0,0,0,0,0,12.4,36.8,
24112,G024113,Burnout Legend,Game Boy Color,Handheld,Nintendo,5,Racing,2002,Warner Bros. Games,Square Enix,USA,AAA,E,72,8.2,44,17,4.62,3.63,0.87,1.66,10.78,336.19,39.99,0,0,1,0,0,0,0,0,0,9.5,39.9,
24113,G024114,Professor Layton and the Empire,PlayStation 4,Console,Sony,8,Puzzle,2018,Square Enix,Square Enix,Japan,AAA,E,70,7.3,105,201,2.23,1.53,1.92,0.62,6.3,239.33,79.99,0,0,1,0,0,0,0,0,0,6.9,29.0,
24114,G024115,NBA 2023,Nintendo Switch,Hybrid,Nintendo,9,Sports,2018,Insomniac Games,Activision Blizzard,USA,AAA,T,71,7.0,55,113,11.2,5.24,3.18,1.62,21.24,632.1,59.99,1,1,1,1,0,0,0,0,0,14.7,45.8,NBA 2022
24115,G024116,Abyss of the Empire,PC,PC,Various,0,Role-Playing,1989,Warner Bros. Games,Ghost Ship Games,USA,AAA,M,76,8.7,12,63,6.77,4.39,0.99,1.76,13.91,264.06,19.99,0,0,1,0,0,0,0,0,0,80.7,229.9,
24116,G024117,Sonic the Hedgehog 5,Sega Genesis,Console,Sega,4,Platform,1995,Electronic Arts,Electronic Arts,USA,AAA,E,81,7.2,8,341,12.81,7.82,2.95,2.12,25.7,1242.96,59.99,1,0,1,0,0,0,0,0,0,7.3,30.0,Sonic the Hedgehog 4
24117,G024118,Thunder Unleashed,Mobile (iOS),Mobile,Apple,0,Action,2024,Valve,Valve,USA,AAA,E,68,7.0,16,946,22.58,9.47,2.87,7.95,42.87,94.21,0.99,0,0,0,0,0,0,0,0,0,6.5,20.3,
24118,G024119,God of War,Mobile (Android),Mobile,Google,0,Action,2019,InXile Entertainment,InXile Entertainment,USA,AA,E10+,71,8.1,31,194,10.48,4.61,1.51,1.65,18.25,48.1,4.99,0,1,1,0,0,0,0,0,0,13.5,57.4,
24119,G024120,Super Mario Knight,Wii,Console,Nintendo,7,Platform,2010,Bungie,Bungie,USA,AAA,E,83,8.6,12,330,15.84,9.23,1.07,5.66,31.8,1194.14,39.99,0,0,1,0,0,0,0,0,0,9.5,28.6,
24120,G024121,Night in the Dragon,Nintendo 3DS,Handheld,Nintendo,8,Adventure,2014,2K Games,2K Games,USA,AAA,E,69,8.7,25,62,1.5,1.31,0.4,0.35,3.56,92.75,29.99,0,1,1,1,0,0,0,0,0,9.9,43.5,
24121,G024122,Apex: Dark Below,SNES,Console,Nintendo,4,Shooter,2000,Konami,Konami,Japan,AAA,E10+,52,4.9,10,28,4.3,2.56,3.16,1.24,11.26,435.05,69.99,0,1,1,0,0,0,0,0,0,2.4,5.5,
24122,G024123,Valorant Remastered,Mobile (iOS),Mobile,Apple,0,Shooter,2011,Double Fine,505 Games,USA,AA,T,76,8.3,66,1885,25.23,16.42,2.81,6.66,51.12,95.55,0.0,0,1,1,0,0,0,0,0,0,4.1,14.4,
24123,G024124,Portal 6,Xbox One,Console,Microsoft,8,Puzzle,2016,Larian Studios,Larian Studios,Belgium,AA,T,80,8.7,36,671,1.45,0.78,0.36,0.46,3.05,127.0,49.99,1,1,0,1,0,0,0,0,0,9.4,37.8,Portal 5
24124,G024125,NBA 2023,PlayStation 2,Console,Sony,6,Sports,2004,Take-Two Interactive,Double Fine,USA,AAA,T,70,7.3,25,973,88.69,47.88,16.56,10.27,163.4,5458.35,69.99,1,1,1,0,0,0,0,0,0,17.7,42.0,NBA 2022
24125,G024126,PGA Tour 2024,PC,PC,Various,0,Sports,2001,Sony Interactive,Sony Interactive,Japan,AAA,E,80,8.7,18,238,22.68,15.49,9.94,3.19,51.3,895.11,59.99,1,1,0,0,0,0,0,0,0,9.5,28.2,PGA Tour 2023
24126,G024127,Portal 4,PSP,Handheld,Sony,7,Puzzle,2012,FromSoftware,FromSoftware,Japan,AAA,M,73,6.6,48,126,6.84,5.23,1.64,1.44,15.15,339.99,29.99,1,0,1,0,0,0,0,0,0,7.8,34.1,Portal 3
24127,G024128,Madden NFL 2025,SNES,Console,Nintendo,4,Sports,1992,Konami,Bungie,Japan,AAA,T,73,7.1,42,84,6.88,3.88,3.78,2.46,17.0,549.3,39.99,1,1,1,0,0,0,0,0,0,31.5,89.9,Madden NFL 2024
24128,G024129,F1 2026,Mobile (Android),Mobile,Google,0,Sports,2026,Bandai Namco,Activision Blizzard,Japan,AAA,E,88,8.8,8,402,33.79,25.27,22.27,6.73,88.06,222.75,0.0,1,1,0,1,0,0,0,0,0,15.0,74.2,F1 2025
24129,G024130,Batman: Arkham Kingdom,Stadia,Streaming,Google,9,Action,2019,id Software,id Software,USA,AAA,T,79,8.0,13,885,40.65,26.37,6.72,4.19,77.93,0.0,0.0,0,0,1,0,0,0,0,0,0,14.1,50.0,
24130,G024131,Dragon Quest X,Sega Genesis,Console,Sega,4,Role-Playing,1993,Square Enix,Bethesda Softworks,Japan,AAA,E,95,9.3,65,677,7.88,5.53,6.05,2.89,22.35,767.59,49.99,1,1,1,0,0,0,0,0,0,83.5,178.3,Dragon Quest IX
24131,G024132,Until Dawn Reborn,Wii U,Console,Nintendo,8,Survival Horror,2015,Obsidian Entertainment,Obsidian Entertainment,USA,AA,M,69,7.0,34,648,0.88,0.75,0.12,0.25,2.0,66.63,39.99,0,0,1,0,0,0,0,0,0,13.5,46.7,
24132,G024133,Burnout Saga,Mobile (Android),Mobile,Google,0,Racing,2023,id Software,id Software,USA,AAA,M,85,8.1,24,39,104.07,85.86,30.55,27.78,248.26,663.88,4.99,0,1,1,0,0,0,0,1,0,12.1,54.9,
24133,G024134,Halo Reborn,Browser,Browser,Various,0,Action-Adventure,2008,Coffee Stain,Deep Silver,Sweden,Indie,T,72,6.9,11,23,0.34,0.3,0.04,0.08,0.76,0.0,0.0,0,0,0,0,0,0,0,0,0,13.0,45.6,
24134,G024135,Two Point Frontier,Sega Genesis,Console,Sega,4,Simulation,1989,Electronic Arts,Electronic Arts,USA,AAA,M,74,7.9,13,1216,2.58,1.87,0.15,0.5,5.1,225.95,69.99,0,0,1,1,0,0,0,0,0,36.2,177.9,
24135,G024136,Kirby's Odyssey,PlayStation,Console,Sony,5,Platform,1995,id Software,id Software,USA,AAA,T,66,6.9,49,344,4.43,2.35,1.14,1.24,9.16,312.85,69.99,0,1,1,1,0,0,0,0,0,13.6,46.1,
24136,G024137,PUBG: Shadow War,Mobile (iOS),Mobile,Apple,0,Battle Royale,2021,Larian Studios,Toby Fox,Belgium,AA,E,75,5.7,125,1833,7.55,5.09,0.92,2.47,16.03,41.47,2.99,0,1,1,1,0,0,0,0,0,132.1,409.0,
24137,G024138,Stellaris Empire,Browser,Browser,Various,0,Strategy,2007,Humble Games,Humble Games,USA,Indie,E,68,7.3,18,564,0.04,0.02,0.01,0.01,0.08,0.0,0.0,0,1,0,1,0,0,0,0,0,27.3,107.0,
24138,G024139,Devil May Strike,Nintendo Switch,Hybrid,Nintendo,9,Action,2023,Supergiant Games,Supergiant Games,USA,Indie,E,76,8.5,17,249,1.33,0.92,0.18,0.4,2.83,86.97,39.99,0,1,0,0,0,0,0,0,0,11.0,48.3,
24139,G024140,White Alert 2,Nintendo 3DS,Handheld,Nintendo,8,Shooter,2011,Valve,Valve,USA,AAA,E10+,70,7.5,50,183,6.38,5.73,1.49,0.97,14.57,323.03,49.99,1,1,1,0,0,0,0,0,0,6.0,14.5,White Alert 1
24140,G024141,Outlast 2,Wii,Console,Nintendo,7,Survival Horror,2013,Larian Studios,Bungie,Belgium,AA,E,64,5.2,16,91,1.42,0.69,0.26,0.26,2.63,94.57,69.99,1,0,1,0,0,0,0,0,0,8.3,25.0,Outlast
24141,G024142,Need for Speed: The Fallen,SNES,Console,Nintendo,4,Racing,1999,Naughty Dog,Naughty Dog,USA,AAA,M,75,7.7,4,506,5.22,2.19,1.3,1.48,10.19,326.98,79.99,0,0,1,0,0,0,0,0,0,14.2,33.5,
24142,G024143,Guild Wars 4,PlayStation 4,Console,Sony,8,MMORPG,2017,Sony Interactive,Klei Entertainment,Japan,AAA,E,57,5.5,9,10,12.34,6.69,4.45,4.4,27.88,1389.57,79.99,1,1,1,1,0,0,0,0,0,192.7,640.8,Guild Wars 3
24143,G024144,F1 2026,Wii,Console,Nintendo,7,Sports,2009,Bungie,Bungie,USA,AAA,E10+,74,7.5,8,834,33.58,28.09,5.06,11.92,78.65,3876.58,59.99,1,1,1,0,0,0,0,0,0,17.7,46.5,F1 2025
24144,G024145,Halo 3,PlayStation Vita,Handheld,Sony,8,Action,2014,Take-Two Interactive,Take-Two Interactive,USA,AAA,M,68,6.4,26,70,11.22,5.68,2.74,2.64,22.28,696.49,49.99,1,0,1,1,1,0,0,0,0,14.3,36.7,Halo 2
24145,G024146,Shadow of City,NES,Console,Nintendo,3,Idle/Clicker,1993,Sony Interactive,Ubisoft,Japan,AAA,T,85,8.9,19,2741,2.95,1.7,0.59,1.12,6.36,308.16,39.99,0,1,0,1,0,0,0,1,0,6.4,27.3,
24146,G024147,Battlefield Legend,PC,PC,Various,0,Shooter,1995,Bandai Namco,Bandai Namco,Japan,AAA,T,86,6.6,19,290,25.65,11.77,15.44,8.2,61.06,1055.79,29.99,0,1,1,1,0,0,0,0,0,7.3,18.8,
24147,G024148,Street Fighter XII,Sega Saturn,Console,Sega,5,Fighting,1998,Warner Bros. Games,Toby Fox,USA,AAA,E10+,80,7.8,3,674,12.72,5.1,2.19,2.74,22.75,1106.68,39.99,1,1,0,0,0,0,0,0,0,1.0,3.7,Street Fighter XI
24148,G024149,Dragon Quest V,Sega Saturn,Console,Sega,5,Role-Playing,1997,Sony Interactive,Sony Interactive,Japan,AAA,T,72,6.9,7,513,3.3,2.87,1.9,0.82,8.89,300.55,69.99,1,0,1,0,0,0,0,0,0,51.4,109.0,Dragon Quest IV
24149,G024150,F-Zero Evolved,Browser,Browser,Various,0,Racing,2005,Other,Other,Various,Indie,T,63,6.6,57,127,0.56,0.46,0.09,0.1,1.21,0.0,0.0,0,0,0,0,0,0,0,0,0,16.1,45.5,
24150,G024151,F-Zero 2,Atari 2600,Console,Atari,2,Racing,1986,Take-Two Interactive,Take-Two Interactive,USA,AAA,M,70,7.5,24,639,6.33,3.21,0.89,0.87,11.3,519.48,59.99,1,1,1,0,0,0,0,0,0,16.0,40.6,F-Zero 1
24151,G024152,The Legend Witness,Game Boy,Handheld,Nintendo,4,Puzzle,1996,Konami,Paradox Interactive,Japan,AAA,E10+,66,4.2,17,356,0.76,0.48,0.25,0.1,1.59,43.2,19.99,0,1,1,0,0,0,0,0,0,10.2,39.9,
24152,G024153,Dark Knight,PlayStation,Console,Sony,5,Misc,2001,Deep Silver,Deep Silver,Germany,AA,T,58,6.8,60,25,1.77,0.94,0.24,0.5,3.45,119.57,49.99,0,1,0,1,0,0,0,0,0,13.7,41.4,
24153,G024154,Dark Awakening,Mobile (iOS),Mobile,Apple,0,Action,2014,Ubisoft,Ubisoft,France,AAA,Not Rated,77,7.3,7,35,14.77,7.66,3.11,2.43,27.97,72.21,2.99,0,0,1,0,0,0,0,0,0,12.8,46.8,
24154,G024155,Dirt 3,Nintendo Switch,Hybrid,Nintendo,9,Racing,2022,THQ Nordic,Deep Silver,Austria,AA,E,86,8.9,27,133,8.38,6.34,0.52,1.11,16.35,723.83,29.99,1,1,0,0,0,0,0,0,0,4.0,8.4,Dirt 2
24155,G024156,UFC 3,Game Boy,Handheld,Nintendo,4,Sports,1991,Valve,Motion Twin,USA,AAA,E,81,9.0,10,137,7.93,4.69,0.6,2.31,15.53,412.94,49.99,1,1,1,0,0,0,0,0,0,10.7,46.9,UFC 2
24156,G024157,Rise of the Origins,Game Boy Advance,Handheld,Nintendo,6,Action,2010,Double Fine,Double Fine,USA,AA,T,71,8.0,33,373,1.77,0.82,0.09,0.32,3.0,72.08,39.99,0,1,0,0,0,0,0,0,0,14.0,32.3,
24157,G024158,Persona 4,Browser,Browser,Various,0,Role-Playing,2003,Larian Studios,Deep Silver,Belgium,AA,E10+,76,8.0,24,887,2.23,2.0,0.41,0.44,5.08,0.0,0.0,1,0,1,1,0,0,0,0,0,54.7,188.5,Persona 3
24158,G024159,Stardew Empire,Mobile (iOS),Mobile,Apple,0,Simulation,2024,Rockstar Games,Rockstar Games,USA,AAA,E10+,79,7.4,8,186,15.82,11.94,2.48,4.28,34.52,91.13,4.99,0,0,1,1,0,0,0,0,0,31.3,71.0,
24159,G024160,Gran Turismo 6,NES,Console,Nintendo,3,Racing,2003,Bethesda Softworks,Bethesda Softworks,USA,AAA,E,81,8.9,36,115,29.93,15.99,3.65,9.45,59.02,2093.25,79.99,1,0,1,0,0,0,0,0,0,12.9,64.0,Gran Turismo 5
24160,G024161,God of Blood,Sega Genesis,Console,Sega,4,Idle/Clicker,1988,Bethesda Softworks,Other,USA,AAA,E,77,6.1,38,42,4.99,2.35,0.55,1.79,9.68,404.17,69.99,0,0,1,0,0,0,0,0,0,15.3,30.9,
24161,G024162,Crash Bandicoot Genesis,Game Boy,Handheld,Nintendo,4,Platform,1992,Sony Interactive,Sony Interactive,Japan,AAA,E,72,8.0,8,49,5.68,4.71,1.56,1.2,13.15,434.71,39.99,0,0,1,0,0,0,0,0,0,8.5,23.6,
24162,G024163,Doom Remastered,SNES,Console,Nintendo,4,Action-Adventure,1997,Ubisoft,Ubisoft,France,AAA,T,70,6.0,20,745,3.97,2.23,1.11,0.8,8.11,266.49,79.99,0,0,1,0,0,0,0,0,0,13.5,38.1,
24163,G024164,Street Fighter III,PlayStation 4,Console,Sony,8,Fighting,2018,Capcom,Capcom,Japan,AAA,E10+,69,6.4,16,65,21.16,11.27,7.62,4.91,44.96,2003.61,79.99,1,1,1,0,0,0,0,0,0,4.7,22.1,Street Fighter II
24164,G024165,Ridge Racer 3,PC,PC,Various,0,Racing,2026,Bandai Namco,Bandai Namco,Japan,AAA,M,70,7.6,7,16,20.57,15.83,14.94,6.47,57.81,1074.1,49.99,1,0,1,1,1,0,0,0,0,16.9,52.6,Ridge Racer 2
24165,G024166,Dragon Ball FighterZ 3,Xbox,Console,Microsoft,6,Fighting,2008,Epic Games,Sony Interactive,USA,AAA,M,74,5.7,20,586,9.07,4.54,1.09,3.19,17.89,579.04,79.99,1,1,0,1,0,0,0,0,0,6.5,25.7,Dragon Ball FighterZ 2
24166,G024167,Iron Unleashed,Stadia,Streaming,Google,9,Action-Adventure,2023,505 Games,505 Games,Italy,AA,T,75,7.8,9,436,0.51,0.43,0.1,0.18,1.22,0.0,14.99,0,0,1,0,0,1,0,0,0,7.8,24.1,
24167,G024168,Oxenfree Origins,Nintendo 64,Console,Nintendo,5,Adventure,1999,FromSoftware,THQ Nordic,Japan,AAA,Not Rated,79,6.9,43,153,14.81,12.62,3.03,1.7,32.16,1377.12,69.99,0,0,0,0,0,0,0,0,0,9.1,35.2,
24168,G024169,Overwatch 4,PlayStation Vita,Handheld,Sony,8,Shooter,2017,tinyBuild,Bethesda Softworks,USA,Indie,M,75,7.5,37,919,2.58,2.11,0.34,0.67,5.7,183.83,19.99,1,1,0,1,0,0,0,0,0,9.9,39.1,Overwatch 3
24169,G024170,The Saga Witness,Game Boy,Handheld,Nintendo,4,Puzzle,1993,Activision Blizzard,Sega,USA,AAA,T,67,6.8,45,98,1.6,0.7,0.24,0.39,2.93,63.34,39.99,0,0,1,1,0,0,0,0,0,2.7,5.5,
24170,G024171,Green Blob,PlayStation,Console,Sony,5,Puzzle,2004,FromSoftware,FromSoftware,Japan,AAA,M,78,7.3,17,26,1.7,0.76,0.87,0.64,3.97,162.18,49.99,0,1,1,0,0,0,0,0,0,5.0,23.9,
24171,G024172,eFootball 2026,PlayStation Vita,Handheld,Sony,8,Sports,2018,Activision Blizzard,Activision Blizzard,USA,AAA,Not Rated,72,8.0,33,131,4.91,2.29,0.94,0.98,9.12,289.26,19.99,1,1,1,1,1,0,0,0,0,18.5,77.3,eFootball 2025
24172,G024173,Black Alert 5,NES,Console,Nintendo,3,Shooter,2002,ConcernedApe,Nomada Studio,USA,Indie,T,68,5.6,8,498,1.11,0.44,0.19,0.39,2.13,78.41,59.99,1,1,0,0,0,0,0,0,0,6.8,20.7,Black Alert 4
24173,G024174,Shadow of Horizon,NES,Console,Nintendo,3,Action,1995,Insomniac Games,Ghost Ship Games,USA,AAA,T,78,7.6,13,26,6.89,6.1,0.89,2.63,16.51,773.54,69.99,0,1,0,1,0,0,0,0,0,11.3,44.9,
24174,G024175,Stardew Awakening,Nintendo DS,Handheld,Nintendo,7,Simulation,2005,Warner Bros. Games,Toby Fox,USA,AAA,E,75,6.7,19,92,4.27,2.83,0.67,1.36,9.13,284.24,29.99,0,0,1,1,0,0,0,0,0,5.7,13.5,
24175,G024176,Burnout Odyssey,PlayStation 3,Console,Sony,7,Racing,2009,Devolver Digital,Devolver Digital,USA,AA,T,67,6.5,17,150,1.68,1.34,0.1,0.22,3.34,124.15,59.99,0,1,0,0,0,0,0,0,0,18.9,37.8,
24176,G024177,PGA Tour 2024,PC,PC,Various,0,Sports,1987,Sony Interactive,Naughty Dog,Japan,AAA,E,67,6.6,30,51,14.69,8.34,5.81,5.08,33.92,684.4,14.99,1,1,0,1,0,0,0,0,0,20.1,72.8,PGA Tour 2023
24177,G024178,Gold Alert 5,PC,PC,Various,0,Shooter,2003,FromSoftware,FromSoftware,Japan,AAA,E,79,8.4,16,1180,45.13,18.71,35.46,10.89,110.19,2308.49,59.99,1,1,1,0,0,0,0,0,0,9.2,20.3,Gold Alert 4
24178,G024179,Street Fighter III,Atari 2600,Console,Atari,2,Fighting,1986,CD Projekt,CD Projekt,Poland,AAA,T,88,9.2,65,75,59.11,51.58,14.49,16.23,141.41,6728.48,39.99,1,1,1,1,0,0,0,1,0,7.6,20.1,Street Fighter II
24179,G024180,PUBG: New Dawn,Wii U,Console,Nintendo,8,Battle Royale,2017,Coffee Stain,Coffee Stain,Sweden,Indie,E10+,66,6.1,2,30,4.64,3.07,1.34,0.86,9.91,343.93,39.99,0,1,1,1,0,0,0,0,0,122.9,605.8,
24180,G024181,Dragon Quest VIII,Nintendo 64,Console,Nintendo,5,Role-Playing,1997,Valve,Devolver Digital,USA,AAA,T,72,6.5,23,2107,11.54,5.75,3.41,2.29,22.99,743.82,39.99,1,0,1,1,0,0,0,0,0,58.2,241.7,Dragon Quest VII
24181,G024182,WWE 2023,Xbox 360,Console,Microsoft,7,Sports,2005,id Software,id Software,USA,AAA,T,69,4.1,27,320,25.24,10.17,2.62,5.24,43.27,1589.54,39.99,1,1,1,0,0,0,0,0,0,17.6,87.2,WWE 2022
24182,G024183,Super Smash Bros. Saga,Wii U,Console,Nintendo,8,Fighting,2012,Motion Twin,CD Projekt,France,Indie,T,74,6.5,29,186,1.56,0.68,0.29,0.32,2.85,89.94,59.99,0,1,1,0,0,0,0,0,0,6.0,22.5,
24183,G024184,Black Desert : Next Gen,Xbox 360,Console,Microsoft,7,MMORPG,2014,Nintendo,Nintendo,Japan,AAA,T,70,7.8,13,17,6.76,5.49,2.29,1.54,16.08,488.99,39.99,0,1,1,0,0,0,0,0,0,225.5,744.9,
